laser_offset,humidity,temperature,pressure,counts_ratio,n_1762
-63.78453983302279,34.852665597972255,19.222825390199432,982.1404699819198,2.2584865999762678,1.0002621741406839
-78.85802313012391,34.492440334549826,19.212525442620972,982.0407471127324,2.2584867999581393,1.000262071294666
-11.05139185142434,34.50960005271245,19.212525442620972,982.0488508212989,2.2584858998075776,1.0002624719914106
-26.13360416603427,34.72746021815009,19.1661756929243,982.1986079498346,2.258486100081941,1.0002624641776632
-3.525935795778423,34.56797070072822,19.1095260308648,982.240513499555,2.2584857998811096,1.0002626617213788
-18.596278806626287,34.516445075390116,19.119825966801727,982.2010578793482,2.2584859999320384,1.0002625535085725
-26.118646673012336,35.05972285629771,19.114675998687744,982.2486196750224,2.258486099964935,1.000262522232984
-86.38499286917067,34.670958705574144,19.104376063332893,982.2045740445806,2.2584868998919085,1.00026216880222
-78.85832675924576,34.68228079573047,19.104376063332893,982.093241003312,2.258486799971313,1.000262183143598
-86.38228214863375,35.24278358734128,19.099226096092025,982.1686351049108,2.258486900031874,1.0002621591750642
-139.1132080073021,34.648200839297964,19.094076129142195,982.1326966805444,2.25848759986219,1.000261849192731
-48.730817923114955,34.7737729294529,19.114675998687744,982.10945098792,2.2584864000528215,1.0002623543912983
-41.199950544523745,34.42542721009859,19.07347626425326,982.203496817765,2.2584862999523403,1.0002624646280929
-101.44687203705872,34.81985131469243,19.08377619611565,982.0886536742772,2.2584870998751376,1.0002620669002513
-131.57933608454186,34.63711038665589,19.06317633355502,982.0840649525394,2.2584874998264945,1.0002619089631992
-11.060177598665176,34.780050963414176,19.06832629875862,982.175665126862,2.2584858999442936,1.000262636173631
-154.18386345800172,34.419949555954354,19.06317633355502,982.1397277711774,2.2584877998439894,1.000261792770347
-101.45597116206773,34.73453640918493,19.04772643969045,982.1710723839496,2.2584870999550843,1.000262122780176
-41.192866007122575,34.72310176478978,19.032276548445225,982.0354342560216,2.2584862999240647,1.0002624550662151
-18.59320943253806,34.73453640918493,19.042576475651003,982.1907968883564,2.25848599992157,1.0002626199939793
-124.06128479369728,34.38588356988025,19.037426511902595,982.1548603390016,2.258487399933442,1.0002619978885203
-33.67895317296643,34.8259568309757,19.042576475651003,982.1629663471437,2.2584862002174044,1.0002625230844089
-48.72617125784018,34.78582432211168,19.06317633355502,982.0840649525394,2.25848639996837,1.0002623948671339
-93.92565095822648,34.78582432211168,19.05802636864246,982.103790930802,2.258487000005561,1.0002621391351174
-11.060723721811884,34.90017096123901,19.05802636864246,982.2232221425922,2.258485899986364,1.000262657385269
-78.85882035907343,34.57993248600629,19.06317633355502,982.1791784494166,2.2584867999293388,1.0002622448863587
-101.44553934310352,34.831397429272,19.07347626425326,982.2116029978564,2.258487099861552,1.0002621092148984
-146.65324275142666,35.14605494707969,19.052876404020935,982.203496817765,2.2584877000982377,1.000261857580448
-71.31549998007358,35.076928273593566,19.094076129142195,982.2440280047084,2.2584866999636732,1.0002622740673823
-139.1150519225448,34.84832935107206,19.094076129142195,982.2440280047084,2.2584875999547176,1.0002618773374317
-161.697013624007,35.08269828016561,19.099226096092025,982.2243012345284,2.25848789981388,1.0002617325995848
-26.120145065533507,35.231298439912685,19.099226096092025,982.3078005724296,2.2584861000338328,1.0002625508558756
-33.64789876059149,34.90605149511608,19.042576475651003,982.246458028162,2.2584861998340666,1.000262544969437
-184.30450174378169,35.311836956088605,19.042576475651003,982.1351358250568,2.258488199976181,1.0002616259978538
-78.84700531235467,35.243137465943065,19.06317633355502,982.2232221425922,2.2584867999829283,1.000262251253405
-26.105516610641644,35.37457076691673,19.06832629875862,982.231328527796,2.258486099865722,1.0002625576922406
-56.239360105792,35.21485860324872,19.032276548445225,982.2302446379736,2.2584864998345524,1.0002624147171402
-93.91355908405784,35.528820508518436,19.078626230038935,982.1953906663264,2.2584870000930777,1.0002621386322479
-191.83244194209692,34.67113052249083,19.094076129142195,982.216195144973,2.258488299740154,1.0002615614018608
-124.03883494016554,35.40872424991215,19.08377619611565,982.2834802857776,2.2584873999855857,1.0002619813638889
-11.05925940692032,34.98560715749623,19.088926162483403,982.1721506787176,2.2584859000068076,1.0002626145885893
-71.312964507797,35.151720131722314,19.05802636864246,982.2788851525077,2.2584866999371203,1.0002623159555053
-56.273008198104435,35.04892142168127,19.05802636864246,982.242947047674,2.2584865002425527,1.0002623956089136
-48.72495816243827,35.21470619621843,19.06317633355502,982.1953906663264,2.2584864000921008,1.0002624211375144
-108.9715504463129,35.27773817804015,19.032276548445225,982.3775033341448,2.258487199899229,1.0002621436056522
-33.64305473496643,35.740635655417414,19.037426511902595,982.2105209730304,2.2584862000275137,1.000262533197638
-139.10571939845795,35.11752299131339,19.042576475651003,982.218627448696,2.2584875998887406,1.000261915720553
-71.3217160637214,34.90060675344338,19.016826659819344,982.2975204104785,2.258486699954893,1.0002623608774304
-33.64865102639669,35.17494621413191,19.016826659819344,982.3172426016132,2.2584861999188255,1.000262585391976
-26.109772818472265,35.41487751827424,19.037426511902595,982.3253501314,2.258486099923578,1.0002626109481132
-41.1754298283995,35.289070848075895,19.04772643969045,982.3380573207032,2.258486299891588,1.0002625173379653
-161.70396150982924,35.294787230420084,19.04772643969045,982.3380573207032,2.25848789995219,1.0002618086399848
-86.38034046271059,35.35766680645683,19.042576475651003,982.2940120675198,2.258486900019429,1.0002622439258866
-191.82956589247624,35.45498601449078,19.037426511902595,982.2105209730304,2.258488299919919,1.0002616055010662
-41.177410594173125,35.14059653997357,19.0219766224036,982.3253501314,2.258486299857854,1.0002625388438708
-131.57284820408677,35.20944714596877,19.001376773812808,982.3764066567246,2.25848749990261,1.0002620394273236
-176.7676487531844,35.346578870491335,19.00652673552395,982.3288566668444,2.2584880999232877,1.000261755091036
-3.509784505695279,35.432459682793585,18.97562696962268,982.4193495000874,2.2584857998797654,1.0002628257436774
-3.5161987739229517,35.17494621413191,19.0219766224036,982.3172426016132,2.2584857999028416,1.000262757817765
-199.36565104217152,35.163513573961794,19.011676697526127,982.3369643730308,2.2584883998656338,1.0002616211716273
-131.57429961552225,35.180764830056525,19.00652673552395,982.3566857247336,2.2584874999145677,1.0002620296327915
-56.23972492685425,35.197811379982944,19.0219766224036,982.3810096306188,2.2584864998357275,1.0002624647224914
-199.37757184607108,35.220828438437124,18.985926890425617,982.4355669344596,2.258488400033471,1.0002616707441985
-11.043082253081591,35.26690705509393,18.97047700965777,982.494723434904,2.258485899835918,1.000262807754298
-41.17581414675442,35.07189372227663,19.037426511902595,982.5723169590178,2.258486299833968,1.00026259136594
-161.70751268873573,35.23190649984266,19.04772643969045,982.6163670787676,2.258487899992176,1.0002618836927823
-26.108050917628137,35.323764956023794,19.00652673552395,982.6071481063292,2.2584860998693865,1.000262715645051
-11.048540017100096,35.44946215319112,19.00652673552395,982.6628066237176,2.258485899991152,1.0002628180607205
-101.44423413294136,35.272372461597,18.996226812392702,982.7022433459654,2.258487099966428,1.0002623080887723
-199.36532626729783,35.51809647551146,19.001376773812808,982.7938416004034,2.258488399987911,1.0002617501284081
-48.711673116486054,35.289818719308975,18.965327049983895,982.7370608438224,2.258486399914897,1.0002626557681547
-101.4338922971092,35.51828510565883,18.98077692987863,982.8170517290472,2.2584870999035394,1.000262351106813
-11.05699345771427,35.2779882981404,19.001376773812808,982.7938416004034,2.258485900053013,1.0002628592761622
-41.1709229410917,35.04934313526814,19.00652673552395,982.8576120369904,2.258486299759537,1.000262696453661
-18.583761061563564,35.12937067857137,19.00652673552395,982.8657241846754,2.2584859999326783,1.0002628307674024
-18.59029242723409,35.100424877846784,19.042576475651003,982.9422287309104,2.2584860000316973,1.000262818275257
-11.053768702140587,35.23205827298565,19.037426511902595,983.0454396640148,2.258485900025203,1.0002628938862794
-131.56548229176224,35.494997149943586,19.016826659819344,983.1521361095084,2.2584874999371314,1.0002622307130038
-3.5199752517200977,35.20944714596877,19.001376773812808,983.2947692126312,2.2584857999977457,1.000263038365011
-41.18319259305281,35.25477235363586,19.042576475651003,983.3678129793648,2.2584863000278763,1.0002627981675427
-3.515807605936061,35.17484372728503,19.032276548445225,983.355063250519,2.258485799949702,1.0002630263669254
-18.574096856127653,35.32953012577277,18.99107685126364,983.4176829010836,2.2584859998843263,1.0002629912827103
-116.5150957831429,35.077872273085596,19.011676697526127,983.4976935641868,2.2584873000202137,1.0002624199727437
-41.173495077373445,35.65540170261362,18.985926890425617,983.537117407797,2.2584863000038533,1.0002628924647399
-33.64069306144302,35.569488743003845,19.00652673552395,983.5533533055278,2.2584861999875723,1.000262922828417
-63.76880813263597,35.50671282226828,18.996226812392702,983.537117407797,2.2584865999230987,1.000262751350027
-33.64961725083049,34.95237946400059,19.001376773812808,983.5174056958456,2.25848619990856,1.000262922989757
-169.22830371868258,35.2782381495354,18.98077692987863,983.4965281660462,2.258487999854302,1.0002621365466269
-101.44178955329151,35.00387816690257,18.98077692987863,983.6240788133016,2.2584870998839963,1.0002625715392897
-3.5127326043493667,35.29006747231238,18.93957725598011,983.531302662386,2.2584857999067305,1.0002631580672268
-139.09831838532227,35.31282866257686,18.94987717270851,983.519711964613,2.2584875998643157,1.0002623481008135
-3.518277054581631,35.009912543258,18.944727214198792,983.5672481336732,2.2584857998970853,1.000263165227201
-41.17638275147328,35.19837134769764,18.95502713150927,983.555657708024,2.258486299884674,1.0002629296641987
-56.236361047012906,35.19821875821241,18.98077692987863,983.7353941559865,2.2584864998319563,1.0002628655477546
-63.771641464427375,35.47275377023778,18.960177090601064,983.702915569178,2.258486599939476,1.0002628292656854
-184.30027159865855,35.36406899690764,18.97047700965777,983.7748116561062,2.2584881999744604,1.0002621312798374
-169.23295223136847,35.45575212672214,18.944727214198792,983.8258140436512,2.2584879999683616,1.0002622565199768
-116.50803298834944,35.45565651315773,18.95502713150927,983.8617625688556,2.258487300032862,1.0002625666542568
-48.703032206276475,35.569954088155164,18.95502713150927,983.8258140436512,2.2584863999318103,1.0002629547410795
-56.23969798307371,35.044574354295214,18.913827469252283,983.9637518257956,2.2584864998055107,1.0002629897089
-116.50214796077309,35.1761727027228,18.898377600708045,984.0275266103616,2.258487299846913,1.0002626656539493
-161.70748682498015,35.51304138892862,18.929277340415865,983.9799961547474,2.258487900082186,1.0002623558601473
-176.7539580441735,35.35307936432919,18.9241273830703,984.0159451375782,2.258488099778741,1.0002622830936616
-116.50536541196745,35.34741363247546,18.918977426015772,984.055352956275,2.258487299954434,1.0002626526846845
-41.171274602902486,35.67898482280247,18.908677512779832,984.1504109869232,2.258486299970498,1.0002631278658567
-56.23064248538867,35.70179564035077,18.898377600708045,984.0785126023038,2.25848649988746,1.0002630293704928
-26.094941830479,35.29627854917062,18.88807768980041,984.0982146328688,2.2584860996952374,1.0002632246668075
-26.10234270150613,35.530372473311054,18.908677512779832,984.1504109869232,2.25848609987898,1.0002632176852342
-63.77146598879335,35.998991522045294,18.898377600708045,984.1782369608904,2.258486600091531,1.00026300932114
-191.8308809933933,35.393324651044665,18.88807768980041,984.1457412826852,2.25848829993087,1.0002622621592625
-3.5039911381318234,35.56484351089556,18.87777778005693,984.1851428163208,2.2584857998750207,1.0002633880903615
-146.62804670706464,35.804819911146076,18.88807768980041,984.248916846749,2.258487699979489,1.0002625522070674
-124.0426126685179,35.33618073644495,18.898377600708045,984.356768144534,2.258487400013972,1.0002627082471178
-71.29927826099447,36.021721479638586,18.913827469252283,984.3451932061784,2.2584867000483646,1.000262995360457
-63.78194069611709,35.15316002722147,18.913827469252283,984.3254922778408,2.2584865999815964,1.0002630414181473
-86.36010306872777,35.75884641012019,18.918977426015772,984.3451932061784,2.2584868999067753,1.0002629042178168
-26.09916185747352,35.19928485314024,18.87262782562175,984.3439652151422,2.2584860997245833,1.0002633055620382
-86.36535375217136,35.3936150649172,18.867477871477604,984.3799156187284,2.258486899838592,1.0002629640209533
-41.17794159697041,35.27362016528146,18.867477871477604,984.3358395837548,2.258486299920734,1.0002632188710558
-26.12082920450121,35.39366342961241,18.85717796406243,984.3752360431524,2.2584861000663743,1.0002633264825036
-11.03697582038876,35.74794962091568,18.84687805781141,984.3589840468876,2.2584858999271864,1.0002634174186718
-18.566804271813453,35.759331961240534,18.862327917624494,984.3277139811612,2.258485999898106,1.0002633504084317
-26.103656296072582,35.873766264575174,18.841728105122456,984.3508580919593,2.2584860999785694,1.0002633303803299
-63.765945697014104,35.56535334765458,18.831428200617665,984.3624289462618,2.2584865998581294,1.0002631240786677
-116.49681036374204,35.72527447534211,18.83657815272454,984.4458970941688,2.2584872999348233,1.0002628303583994
-63.766268908693746,36.25082910076184,18.841728105122456,984.4065044016138,2.2584866000822164,1.0002631207729298
-63.763236681779745,35.856499041391274,18.85717796406243,984.4308837554034,2.2584865999285255,1.0002631162877937
-63.76737857749504,35.43370821332518,18.85717796406243,984.4668343828358,2.2584865998538555,1.0002631293636333
-63.76533329444101,35.15367223336026,18.867477871477604,984.502785525719,2.2584865997464503,1.0002631317998654
-11.04164238086014,35.85074299247751,18.8520280107914,984.3949336434208,2.2584859000252617,1.0002634214314456
-63.762684789026025,35.33657321639336,18.85717796406243,984.4424542413376,2.25848659976028,1.000263123651827
-26.10589791629536,35.37090508166538,18.8520280107914,984.5062282857748,2.258486099864466,1.0002633666237815
-3.509818839120271,35.37134209313208,18.80567844444886,984.4887281780044,2.2584857998702397,1.0002635375766988
-48.70880030694025,35.49688855688952,18.821128297277028,984.5049829859822,2.2584863999494194,1.0002632608935866
-11.041690669344462,35.862383460693735,18.83657815272454,984.5374929477682,2.2584859000281727,1.0002634738174574
-161.6954023688777,35.55383408264993,18.841728105122456,984.5653159930712,2.25848789991716,1.0002625932721714
-131.58077030084314,35.21091549503489,18.8520280107914,984.5224826773142,2.2584875000313316,1.0002627521485021
-33.652891517022,35.336818167054055,18.831428200617665,984.5374929477682,2.2584862000340244,1.0002633499292726
-18.566803049679947,35.794439382291266,18.76447884971276,984.590629021723,2.258485999871741,1.0002635109731575
-33.630489554070664,35.40528397889753,18.841728105122456,984.6847370967416,2.258486199769631,1.0002633794624811
-11.04716312738674,35.839747673197216,18.810828395100543,984.6916091042953,2.258485900087813,1.0002635390700845
-18.57594978105226,35.2912577463833,18.815978346043263,984.6800447839388,2.258485999867183,1.0002634914291082
-48.70146707958156,35.50836180816503,18.815978346043263,984.671915934128,2.2584863998606193,1.0002633103516503
-18.567758843346382,35.502601721703215,18.841728105122456,984.7403838651378,2.2584859998394498,1.000263482144825
-3.5034703387282207,35.313816069847725,18.826278248801827,984.7438190665872,2.2584857997898706,1.0002635874490104
-11.048137253055756,34.9199174333888,18.810828395100543,984.925745653924,2.258485899826518,1.00026360935045
-124.02962514102,35.45699119099396,18.810828395100543,984.9420078847302,2.2584873998620925,1.0002629450440652
-78.8399458144795,35.86848060719259,18.79022859424003,984.9535673686656,2.258486800070728,1.0002632295116247
-108.9676794947536,35.66859454797575,18.785078644752502,985.0126366924404,2.258487199965274,1.000263074602182
-108.97105875073976,34.890696930159656,18.867477871477604,985.11492653392,2.258487199814315,1.0002630322476616
-3.5126744251101627,35.45170589930049,18.77477874665055,985.246759169092,2.258485799952044,1.0002637686902311
-33.64209834444409,35.80573316316749,18.77992869555601,985.3383563065026,2.2584862000465162,1.0002636084557233
-131.56526784996458,35.91409321875411,18.810828395100543,985.2480529409532,2.258487500055845,1.0002629790530935
-161.69393933296303,35.4283298356233,18.821128297277028,985.2955635762634,2.2584878998816396,1.0002628090982442
-41.17738473041754,35.582815232343265,18.795378544018604,985.2840092973624,2.2584863000163495,1.0002635371170945
-71.30643604114084,35.61699996794849,18.80567844444886,985.2399192396688,2.258486700003644,1.000263338352834
-139.10867082245204,35.422712403667816,18.810828395100543,985.27245421784,2.2584876000461644,1.000262945257678
-48.703042182296485,35.69126515834384,18.80567844444886,985.2677413984102,2.2584863999600073,1.0002634781028132
-33.63794888855409,35.857056290017475,18.795378544018604,985.2792953251416,2.2584862000123844,1.0002635779432034
-101.42908655552674,35.74852337547116,18.79022859424003,985.3546257871458,2.2584870999305626,1.0002632052066054
-154.17023948316455,35.60557441107038,18.815978346043263,985.4231227154752,2.258487800059925,1.0002628908421138
-26.11355537851523,35.35996435332881,18.800528494088212,985.3790302244954,2.2584860999767575,1.0002636482205922
-63.76680602215856,35.6569891167825,18.800528494088212,985.4543615021198,2.25848659993195,1.0002634446086718
-101.43772567516862,35.60018219967738,18.769628798036138,985.4055488523434,2.2584870999914277,1.000263239063765
-41.17021052252312,35.37202015836087,18.733579165884297,985.4876974596584,2.258486299834665,1.0002636506267344
-139.09728852468106,35.886168100598624,18.72327927360311,985.43205924816,2.2584876000018252,1.0002630652863007
-139.095930876465,35.79478685259584,18.72327927360311,985.4436062260728,2.258487599956174,1.0002630691335956
-3.500594857541728,35.577700677312606,18.728429219598183,985.4795611523105,2.258485799818163,1.0002638730145592
-3.497162708754331,35.97191842252797,18.712979382486083,985.4470162117713,2.258485799884847,1.0002638753936528
-161.69217622064025,35.920603036586336,18.702679492533207,985.4829706029263,2.258487899959701,1.000262964868644
-48.70432329084906,35.44637346844088,18.72327927360311,985.499243540726,2.258486399870969,1.0002636183463893
-18.56500267649608,35.52053525495342,18.733579165884297,985.4598783443556,2.258485999787322,1.000263774866772
-11.036582890255886,35.7602553117598,18.754178953939117,985.4483310144316,2.2584858999286457,1.0002637950335245
-78.8363942945125,35.9716704421328,18.74387905932963,985.5039701609944,2.2584868000570637,1.000263419127162
-108.9738551058872,35.64057546567703,18.72327927360311,985.471424873846,2.2584872000286316,1.0002632549509802
-161.69557557077496,35.61777420068368,18.71812932789908,985.5189255096049,2.2584878999209357,1.000262962659087
-176.77300499485682,35.38934938829086,18.71812932789908,985.491107057382,2.258488100007688,1.000262868406466
-161.68317455367287,35.932566637173544,18.630580295459367,985.6587515742732,2.2584878998158193,1.0002630786954203
-124.01787162730216,35.61840947207978,18.64603011860163,985.6275366287346,2.258487399705337,1.0002632800170783
-191.82661119998556,35.84077751166771,18.68722965978668,985.7204601202416,2.2584882999838034,1.0002628663304463
-78.82918069412881,35.82974156865037,18.630580295459367,985.7421956968936,2.258486799871837,1.0002635890542975
-18.561352305823675,36.09851034633863,18.589380779885687,985.677082622391,2.258485999854403,1.0002639619075877
-33.64867544064509,36.02437129013424,18.57908090390265,985.9111170045616,2.2584862001265766,1.0002639461304432
-41.1753770777068,35.813254759184744,18.56878102908377,985.9782713287132,2.258486299979592,1.0002639311364394
-101.42825084358265,36.121660996750585,18.548181282938454,985.9735159644068,2.258487099941119,1.000263592202719
-18.57351315948108,36.17311512630775,18.53788141161203,986.0766183487016,2.258486000030978,1.000264116146989
-18.565666607628373,35.92197915030626,18.543031347129727,986.160051695763,2.258485999856621,1.0002641358290052
-11.038548109354451,36.15051454340194,18.50698180461768,986.1586674301468,2.2584858999831856,1.0002642112873605
-11.033284351924522,35.750843733633026,18.517281672451645,986.2305749487516,2.2584858998000694,1.000264224277997
-169.22707783351143,35.75066966538103,18.53788141161203,986.2631520724556,2.258487999889789,1.0002632838260392
-26.104332562226773,36.0766661954621,18.460632413771236,986.252220326844,2.2584860999453946,1.000264191377877
-18.58448450775541,32.11288843764357,20.160125492984665,990.6147027910262,2.2584859998767746,1.000263866715898
-108.97275817001172,32.77461803704602,20.03652492762194,990.6417135978332,2.258487199975197,1.00026345044427
-33.651647754595615,32.56862479637658,20.010774830938317,990.6402851976314,2.258486199980213,1.0002639184441142
-18.56827341839562,33.968657098092905,19.470024481328437,990.9688625918352,2.2584859999535,1.0002645820463945
-48.713441401559976,33.82541665674743,19.475174469524063,990.977039287802,2.2584864000976954,1.0002644034468036
-191.82131075012876,33.63692534971539,19.44427454471588,990.9476571530292,2.258488299828651,1.0002635843628278
-139.10440483755335,33.88878768249936,19.44427454471588,991.027897242912,2.258487600077165,1.0002639136428784
-18.564761774086943,33.9518830701635,19.428824586240808,990.9870111148942,2.258485999882166,1.0002646251832488
-86.37325996119216,33.71699626481726,19.449424531456316,991.0475746199766,2.2584869000006758,1.0002642256340206
-71.30522078568902,33.716719728165295,19.470024481328437,990.941007072778,2.2584866999722704,1.0002642666665749
-86.3744369610231,33.33909894778409,19.45457451848779,991.0000423681174,2.258486899895117,1.000264211354852
-116.49428421378616,33.74548000414492,19.4597245058103,991.1196399955832,2.258487299885314,1.000264058043062
-63.77305419391632,33.843536602984294,19.403074661269784,991.0296834263886,2.258486599992415,1.0002643955422785
-11.036162959499052,33.792024942139726,19.403074661269784,990.9854759342064,2.25848589987358,1.0002646942189002
-154.16553122804544,33.47635194900836,19.45457451848779,991.1114619822052,2.2584877998951973,1.00026384141481
-41.18648828921323,33.64215963347075,19.470024481328437,991.0245736874076,2.2584863001154503,1.0002644667373592
-41.17818309623544,33.7632700355859,19.41337463038508,991.1214197490674,2.2584863000210884,1.0002645440806173
-11.03126851376146,33.82677240953231,19.37217476090882,991.1198739069348,2.258485899810855,1.0002647585135336
-169.22581639278178,33.65507504619891,19.37217476090882,991.2034278784828,2.2584879998478677,1.0002638522101677
-11.032068044869447,34.0269444315972,19.382474726531655,991.1362313829882,2.258485899891296,1.000264751659569
-124.02918713405596,33.82084601325484,19.38762470977963,991.0887062087328,2.2584873999016866,1.000264071547292
-71.29904011549115,33.72989100438569,19.34127487102523,991.1822018883282,2.258486699843166,1.0002644502697715
-3.509808863100261,33.683136704198574,19.41337463038508,991.1574513435314,2.2584857999365076,1.0002647758716552
-131.56819812820686,33.55713819658185,19.418524615379283,991.1656300629896,2.258487499918573,1.0002640214367857
-26.1024251813069,33.72934063637489,19.38762470977963,991.2836703875696,2.2584860998692524,1.0002647002506397
-191.81853807026528,33.79324982890158,19.305225012736628,991.1806429853282,2.258488299785427,1.0002637741017544
-11.031314329557064,34.00451187949858,19.336124890396604,991.2575717196348,2.2584858998570345,1.0002648272399313
-116.49683543168976,34.13040393763395,19.346424851944903,991.218231587013,2.258487299991897,1.0002641860235644
-101.43192716327576,33.856127951271986,19.315524970792467,991.3050907427736,2.2584870999012585,1.0002643287716526
-169.22178326694848,33.913882779322286,19.27432514555403,991.298647209118,2.258487999834129,1.0002639661523631
-124.03594647025784,34.2971524167364,19.2794751226902,991.3625228611586,2.258487400103246,1.0002642409311213
-176.7694663783459,33.81722075979024,19.24342528884881,991.3052533012648,2.258488099987088,1.0002639529834907
-71.30255266929453,34.11979327558072,19.2794751226902,991.3183131101922,2.2584866999904034,1.000264540635488
-56.23330875437205,34.16670622497051,19.186775578767993,991.390502697509,2.258486499914159,1.0002647340846165
-11.039278575708522,34.05834497779492,19.16102572219097,991.3135668554112,2.2584858998977535,1.000265003982151
-18.5715328200331,34.286826854208044,19.186775578767993,991.346294980061,2.258485999977193,1.0002649426784047
-33.63343557793996,34.01778430808913,19.19707552343607,991.4822163553696,2.2584861998550227,1.0002648832128207
-63.77464652018716,34.41808056274755,19.212525442620972,991.5542711744914,2.2584866001276063,1.0002647076156985
-56.22942700256317,34.10956845493582,19.18162560687051,991.5133533538984,2.2584864998476086,1.0002647722532276
-3.4959505228471244,34.682109218776795,19.130125903902808,991.5543553293963,2.258485799950377,1.0002651362747386
-101.41886571091165,35.53888376487766,19.217675416264683,991.5984832708626,2.2584871002278164,1.000264483967446
-176.75791841043065,34.787217320285606,18.929277340415865,992.0586843799013,2.2584881000214136,1.0002644383254318
-18.567417441772704,34.36945765850397,18.965327049983895,992.11601528856,2.2584859998763855,1.000265353717446
-199.3543370133466,34.552921641532066,18.9241273830703,992.0783264518848,2.258488399922504,1.0002643174464843
